Timestamp; Table Name; Topic Name; Value
1678668466963; SmartDashboard; Wheel Encoder Positions; (0.000, -0.293)
1678668467063; SmartDashboard; Pose (Estimated); (5.519, -0.399, 3.1 degrees)
1678668467063; SmartDashboard; Wheel Encoder Positions; (0.000, -0.301)
1678668467163; SmartDashboard; Pose (Estimated); (5.515, -0.399, 2.4 degrees)
1678668467163; SmartDashboard; Wheel Encoder Positions; (0.000, -0.309)
1678668467264; SmartDashboard; Pose (Estimated); (5.512, -0.399, 1.8 degrees)
1678668467264; SmartDashboard; Wheel Encoder Positions; (0.000, -0.316)
1678668467362; SmartDashboard; Pose (Estimated); (5.508, -0.399, 1.0 degrees)
1678668467363; SmartDashboard; Wheel Encoder Positions; (0.000, -0.325)
1678668467463; SmartDashboard; Pose (Estimated); (5.503, -0.399, 0.3 degrees)
1678668467463; SmartDashboard; Wheel Encoder Positions; (0.000, -0.333)
1678668467562; SmartDashboard; Pose (Estimated); (5.500, -0.399, -0.3 degrees)
1678668467563; SmartDashboard; Wheel Encoder Positions; (0.000, -0.340)
1678668467662; SmartDashboard; Pose (Estimated); (5.496, -0.399, -1.0 degrees)
1678668467663; SmartDashboard; Wheel Encoder Positions; (0.000, -0.348)
1678668467763; SmartDashboard; Pose (Estimated); (5.492, -0.399, -1.6 degrees)
1678668467763; SmartDashboard; Wheel Encoder Positions; (0.000, -0.355)
1678668467863; SmartDashboard; Pose (Estimated); (5.492, -0.399, -1.8 degrees)
1678668467863; SmartDashboard; Wheel Encoder Positions; (0.000, -0.357)
1678668468162; SmartDashboard; Pose (Estimated); (5.491, -0.399, -1.9 degrees)
1678668468163; SmartDashboard; Wheel Encoder Positions; (0.000, -0.358)
1678668468271; SmartDashboard; Pose (Estimated); (5.489, -0.399, -2.1 degrees)
1678668468271; SmartDashboard; Wheel Encoder Positions; (0.000, -0.361)
1678668468365; SmartDashboard; Pose (Estimated); (5.491, -0.426, -5.6 degrees)
1678668468365; SmartDashboard; Wheel Encoder Positions; (0.000, -0.365)
1678668468365; limelight; botpose; [5.525834705201797, -0.66499923963886, 0.43129245375476855, 1.3321555719800935, 3.7502206461574867, -33.01534535204321]
1678668468366; SmartDashboard; Pose (LimeLight); (5.526, -0.665, -33.0 degrees)
1678668468462; SmartDashboard; Pose (Estimated); (5.492, -0.449, -8.2 degrees)
1678668468463; SmartDashboard; Wheel Encoder Positions; (0.000, -0.368)
1678668468463; limelight; botpose; [5.511116564989943, -0.6643477197386112, 0.4024261881744101, 2.1069800054949717, 2.838903225684164, -29.856073058017707]
1678668468463; SmartDashboard; Pose (LimeLight); (5.511, -0.664, -29.9 degrees)
1678668468564; SmartDashboard; Pose (Estimated); (5.492, -0.466, -10.5 degrees)
1678668468564; SmartDashboard; Wheel Encoder Positions; (0.000, -0.371)
1678668468564; limelight; botpose; [5.504284014164368, -0.6171266665693622, 0.43259397096207086, 1.6275713175729307, 3.5738342576842768, -28.30898471852854]
1678668468564; SmartDashboard; Pose (LimeLight); (5.504, -0.617, -28.3 degrees)
1678668468662; SmartDashboard; Pose (Estimated); (5.491, -0.477, -12.3 degrees)
1678668468663; SmartDashboard; Wheel Encoder Positions; (0.000, -0.373)
1678668468663; limelight; botpose; [5.493206791077225, -0.5748856002313898, 0.5367356767409504, 0.24740059835235745, 6.514286491935839, -26.557542855705805]
1678668468663; SmartDashboard; Pose (LimeLight); (5.493, -0.575, -26.6 degrees)
1678668468763; SmartDashboard; Pose (Estimated); (5.487, -0.482, -14.0 degrees)
1678668468763; SmartDashboard; Wheel Encoder Positions; (0.000, -0.379)
1678668468763; limelight; botpose; [5.483460836762007, -0.5398592482718849, 0.4876599130744396, 1.2015227000548698, 4.925613113783713, -24.24566490119865]
1678668468763; SmartDashboard; Pose (LimeLight); (5.483, -0.540, -24.2 degrees)
1678668468862; SmartDashboard; Pose (Estimated); (5.484, -0.485, -15.4 degrees)
1678668468862; SmartDashboard; Wheel Encoder Positions; (0.000, -0.385)
1678668468863; limelight; botpose; [5.479548234534769, -0.5200296139768518, 0.4970877813161609, 1.1858259947518899, 5.16311203636935, -23.12696976362032]
1678668468863; SmartDashboard; Pose (LimeLight); (5.480, -0.520, -23.1 degrees)
1678668469029; SmartDashboard; Pose (Estimated); (5.476, -0.488, -16.6 degrees)
1678668469029; SmartDashboard; Wheel Encoder Positions; (0.000, -0.394)
1678668469029; limelight; botpose; [5.446916852548576, -0.5282250089100391, 0.4395629922557118, 1.9829088066711857, 3.336649936341575, -19.11388514606086]
1678668469029; SmartDashboard; Pose (LimeLight); (5.447, -0.528, -19.1 degrees)
1678668469064; limelight; botpose; [5.399133487571397, -0.4381397456539265, 0.5010039987594385, 1.5428605753216456, 4.849129058478649, -13.22157575382682]
1678668469064; SmartDashboard; Pose (Estimated); (5.470, -0.491, -17.4 degrees)
1678668469064; SmartDashboard; Wheel Encoder Positions; (0.000, -0.401)
1678668469064; SmartDashboard; Pose (LimeLight); (5.399, -0.438, -13.2 degrees)
1678668469176; SmartDashboard; Pose (Estimated); (5.458, -0.485, -17.7 degrees)
1678668469176; SmartDashboard; Wheel Encoder Positions; (0.000, -0.410)
1678668469177; limelight; botpose; [5.3603083711858, -0.4399417502265404, 0.48696584626197964, 1.873878418131317, 4.151836276607903, -10.053475136299365]
1678668469177; SmartDashboard; Pose (LimeLight); (5.360, -0.440, -10.1 degrees)
1678668469291; SmartDashboard; Pose (Estimated); (5.445, -0.479, -17.6 degrees)
1678668469291; SmartDashboard; Wheel Encoder Positions; (0.000, -0.417)
1678668469291; limelight; botpose; [5.348386783517333, -0.3968367842166552, 0.4895703213237388, 1.9005858020652961, 4.018463822956452, -8.411664325386578]
1678668469291; SmartDashboard; Pose (LimeLight); (5.348, -0.397, -8.4 degrees)
1678668469365; SmartDashboard; Pose (Estimated); (5.432, -0.470, -17.3 degrees)
1678668469365; SmartDashboard; Wheel Encoder Positions; (0.000, -0.424)
1678668469365; limelight; botpose; [5.316767318279866, -0.4296354928168766, 0.5233070347517936, 2.069107599943669, 4.881947370576004, -5.930637792247598]
1678668469465; SmartDashboard; Pose (Estimated); (5.405, -0.457, -15.6 degrees)
1678668469465; SmartDashboard; Wheel Encoder Positions; (0.000, -0.431)
1678668469465; limelight; botpose; [5.270899924617103, -0.4168798952931753, 0.48937454287504545, 2.073496821294352, 3.7234835573646072, -1.467519927288665]
1678668469465; SmartDashboard; Pose (LimeLight); (5.271, -0.417, -1.5 degrees)
1678668469565; SmartDashboard; Wheel Encoder Positions; (0.000, -0.432)
1678668469565; limelight; botpose; [5.2638399153471935, -0.3597586886635485, 0.5085813750614333, 2.0287617980612933, 4.0686253644772865, 0.22188450541194238]
1678668469565; SmartDashboard; Pose (LimeLight); (5.264, -0.360, 0.2 degrees)
1678668469565; SmartDashboard; Pose (Estimated); (5.391, -0.447, -14.0 degrees)
1678668469667; limelight; botpose; [5.281024880171946, -0.2600044670143088, 0.5244092847579261, 2.2061656184974536, 4.331680666486421, 0.6431209241536525]
1678668469667; SmartDashboard; Pose (LimeLight); (5.281, -0.260, 0.6 degrees)
1678668469667; SmartDashboard; Pose (Estimated); (5.380, -0.429, -12.5 degrees)
1678668469765; limelight; botpose; [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
1678668469765; SmartDashboard; Pose (LimeLight); null
1678668469874; SmartDashboard; Pose (Estimated); (5.379, -0.428, -12.7 degrees)
1678668469964; SmartDashboard; Wheel Encoder Positions; (0.000, -0.442)
1678668469964; SmartDashboard; Pose (Estimated); (5.374, -0.427, -13.5 degrees)
1678668470078; SmartDashboard; Wheel Encoder Positions; (0.000, -0.450)
1678668470078; SmartDashboard; Pose (Estimated); (5.370, -0.426, -14.3 degrees)
1678668470165; SmartDashboard; Wheel Encoder Positions; (0.000, -0.458)
1678668470166; SmartDashboard; Pose (Estimated); (5.366, -0.425, -15.1 degrees)
1678668470265; SmartDashboard; Wheel Encoder Positions; (0.000, -0.467)
1678668470265; SmartDashboard; Pose (Estimated); (5.362, -0.424, -15.7 degrees)
1678668470365; SmartDashboard; Wheel Encoder Positions; (0.000, -0.471)
1678668470365; SmartDashboard; Pose (Estimated); (5.361, -0.424, -16.0 degrees)
1678668470465; SmartDashboard; Pose (Estimated); (5.360, -0.424, -16.1 degrees)
1678668470465; SmartDashboard; Wheel Encoder Positions; (0.000, -0.472)
1678668470765; SmartDashboard; Pose (Estimated); (5.361, -0.424, -16.0 degrees)
1678668470876; SmartDashboard; Wheel Encoder Positions; (0.000, -0.461)
1678668470876; SmartDashboard; Pose (Estimated); (5.366, -0.425, -15.1 degrees)
1678668470966; SmartDashboard; Pose (Estimated); (5.372, -0.427, -13.9 degrees)
1678668470966; SmartDashboard; Wheel Encoder Positions; (0.000, -0.450)
1678668471126; SmartDashboard; Wheel Encoder Positions; (0.000, -0.433)
1678668471126; SmartDashboard; Pose (Estimated); (5.379, -0.428, -12.7 degrees)
1678668471166; SmartDashboard; Pose (Estimated); (5.387, -0.430, -11.3 degrees)
1678668471166; SmartDashboard; Wheel Encoder Positions; (0.000, -0.418)
1678668471267; SmartDashboard; Pose (Estimated); (5.395, -0.432, -9.7 degrees)
1678668471267; SmartDashboard; Wheel Encoder Positions; (0.000, -0.400)
1678668471267; limelight; botpose; [-0.20000000298023224, 0.0, -0.30000001192092896, 89.9999239850482, -89.9999239850482, 8.537736462515939E-7]
1678668471267; SmartDashboard; Pose (LimeLight); (-0.200, 0.000, 0.0 degrees)
1678668471366; SmartDashboard; Pose (Estimated); (5.405, -0.433, -8.0 degrees)
1678668471367; SmartDashboard; Wheel Encoder Positions; (0.000, -0.380)
1678668471467; SmartDashboard; Pose (Estimated); (5.415, -0.435, -6.3 degrees)
1678668471467; SmartDashboard; Wheel Encoder Positions; (0.000, -0.361)
1678668471467; limelight; botpose; [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
1678668471467; SmartDashboard; Pose (LimeLight); null
1678668471593; SmartDashboard; Pose (Estimated); (5.426, -0.436, -4.3 degrees)
1678668471593; SmartDashboard; Wheel Encoder Positions; (0.000, -0.339)
1678668471669; SmartDashboard; Pose (Estimated); (5.438, -0.436, -2.2 degrees)
1678668471669; SmartDashboard; Wheel Encoder Positions; (0.000, -0.315)
1678668471778; SmartDashboard; Pose (Estimated); (5.450, -0.437, -0.2 degrees)
1678668471778; SmartDashboard; Wheel Encoder Positions; (0.000, -0.291)
1678668471890; SmartDashboard; Pose (Estimated); (5.460, -0.437, 1.7 degrees)
1678668471891; SmartDashboard; Wheel Encoder Positions; (0.000, -0.270)
1678668471968; SmartDashboard; Pose (Estimated); (5.469, -0.436, 3.3 degrees)
1678668471968; SmartDashboard; Wheel Encoder Positions; (0.000, -0.252)
1678668472068; SmartDashboard; Pose (Estimated); (5.479, -0.435, 5.0 degrees)
1678668472068; SmartDashboard; Wheel Encoder Positions; (0.000, -0.233)
1678668472175; SmartDashboard; Pose (Estimated); (5.489, -0.435, 6.7 degrees)
1678668472175; SmartDashboard; Wheel Encoder Positions; (0.000, -0.213)
1678668472269; SmartDashboard; Pose (Estimated); (5.499, -0.433, 8.5 degrees)
1678668472269; SmartDashboard; Wheel Encoder Positions; (0.000, -0.192)
1678668472369; SmartDashboard; Pose (Estimated); (5.514, -0.403, 9.2 degrees)
1678668472369; SmartDashboard; Wheel Encoder Positions; (0.000, -0.170)
1678668472369; limelight; botpose; [5.543071894918889, -0.14443398859836631, 0.33696149930861263, 2.0762068506794242, -1.137840080312692, -4.105059173976358]
1678668472369; SmartDashboard; Pose (LimeLight); (5.543, -0.144, -4.1 degrees)
1678668472469; SmartDashboard; Pose (Estimated); (5.523, -0.389, 10.0 degrees)
1678668472469; SmartDashboard; Wheel Encoder Positions; (0.000, -0.148)
1678668472469; limelight; botpose; [5.5015002381996485, -0.2816078319916978, 0.35924631486648206, 1.9312141114459203, -0.2322685018250078, -2.141891627699419]
1678668472469; SmartDashboard; Pose (LimeLight); (5.502, -0.282, -2.1 degrees)
1678668472569; limelight; botpose; [5.511179567457541, -0.33708235707310075, 0.39053156576329057, 2.1729735503677987, 0.7054206764072108, -2.6747006006048775]
1678668472569; SmartDashboard; Pose (LimeLight); (5.511, -0.337, -2.7 degrees)
1678668472569; SmartDashboard; Pose (Estimated); (5.533, -0.382, 10.7 degrees)
1678668472569; SmartDashboard; Wheel Encoder Positions; (0.000, -0.125)
1678668472669; limelight; botpose; [5.541564545536336, -0.35739890129014457, 0.40418122903412285, 2.1932318647571494, 1.2579562218852214, -4.548374246917561]
1678668472669; SmartDashboard; Pose (Estimated); (5.545, -0.377, 11.2 degrees)
1678668472669; SmartDashboard; Pose (LimeLight); (5.542, -0.357, -4.5 degrees)
1678668472669; SmartDashboard; Wheel Encoder Positions; (0.000, -0.102)
1678668472800; limelight; botpose; [5.6580740866371455, -0.34174147053327614, 0.37269873245729196, 2.534446417612896, 0.40517308229397425, -11.516720326550788]
1678668472800; SmartDashboard; Pose (LimeLight); (5.658, -0.342, -11.5 degrees)
1678668472800; SmartDashboard; Pose (Estimated); (5.559, -0.374, 11.3 degrees)
1678668472800; SmartDashboard; Wheel Encoder Positions; (0.000, -0.085)
1678668472869; SmartDashboard; Wheel Encoder Positions; (0.000, -0.059)
1678668472870; SmartDashboard; Pose (Estimated); (5.588, -0.369, 8.7 degrees)
1678668472870; limelight; botpose; [5.660646005140494, -0.371510615365888, 0.3859306304595596, 2.3057165206892147, 0.9936070819064522, -11.79349524001975]
1678668472870; SmartDashboard; Pose (LimeLight); (5.661, -0.372, -11.8 degrees)
1678668472969; SmartDashboard; Pose (Estimated); (5.610, -0.368, 8.1 degrees)
1678668472969; SmartDashboard; Wheel Encoder Positions; (0.000, -0.036)
1678668472969; limelight; botpose; [5.704367415224102, -0.3675094535123544, 0.37601673338597336, 2.4687660213273284, 0.7279340877474755, -14.529097344131186]
1678668472969; SmartDashboard; Pose (LimeLight); (5.704, -0.368, -14.5 degrees)
1678668473070; SmartDashboard; Pose (Estimated); (5.634, -0.369, 7.3 degrees)
1678668473070; SmartDashboard; Wheel Encoder Positions; (0.000, -0.015)
1678668473070; limelight; botpose; [5.758284233571571, -0.3989053758065198, 0.3635458767788518, 2.5640412198597127, 0.5368820361345943, -17.836051712847247]
1678668473070; SmartDashboard; Pose (LimeLight); (5.758, -0.399, -17.8 degrees)
1678668473222; SmartDashboard; Pose (Estimated); (5.662, -0.370, 6.4 degrees)
1678668473223; SmartDashboard; Wheel Encoder Positions; (0.000, 0.007)
1678668473223; limelight; botpose; [5.806588572338627, -0.39182245949350936, 0.32119739206877695, 3.152662754725765, -0.9873589882509933, -19.982896373698388]
1678668473223; SmartDashboard; Pose (LimeLight); (5.807, -0.392, -20.0 degrees)
1678668473274; SmartDashboard; Pose (Estimated); (5.688, -0.375, 5.4 degrees)
1678668473275; SmartDashboard; Wheel Encoder Positions; (0.000, 0.029)
1678668473275; limelight; botpose; [5.82354014905236, -0.4233142914989468, 0.3106437956437179, 3.4163840467972646, -1.2714002078318543, -21.783757012627415]
1678668473275; SmartDashboard; Pose (LimeLight); (5.824, -0.423, -21.8 degrees)
1678668473370; SmartDashboard; Pose (Estimated); (5.716, -0.381, 4.3 degrees)
1678668473370; SmartDashboard; Wheel Encoder Positions; (0.000, 0.052)
1678668473370; limelight; botpose; [5.864502624846373, -0.4466442115747642, 0.30447128466185436, 3.6481422545639255, -1.4779252294388332, -24.242295632541854]
1678668473370; SmartDashboard; Pose (LimeLight); (5.865, -0.447, -24.2 degrees)
1678668473477; SmartDashboard; Pose (Estimated); (5.745, -0.392, 3.1 degrees)
1678668473477; SmartDashboard; Wheel Encoder Positions; (0.000, 0.074)
1678668473477; limelight; botpose; [5.895405697441551, -0.4932396469351453, 0.3337447157939772, 3.5054369904028015, -0.24557651767941935, -26.869350492521313]
1678668473477; SmartDashboard; Pose (LimeLight); (5.895, -0.493, -26.9 degrees)
1678668473572; limelight; botpose; [5.9360821039255365, -0.5024744516643663, 0.33199728067522605, 3.649354581407387, -0.13708226635869977, -29.581632333944096]
1678668473572; SmartDashboard; Pose (LimeLight); (5.936, -0.502, -29.6 degrees)
1678668473572; SmartDashboard; Pose (Estimated); (5.775, -0.403, 1.7 degrees)
1678668473572; SmartDashboard; Wheel Encoder Positions; (0.000, 0.095)
1678668473697; SmartDashboard; Pose (Estimated); (5.803, -0.413, 0.2 degrees)
1678668473697; limelight; botpose; [5.9535702261315535, -0.5054925649163676, 0.32713982114173235, 3.816067359304633, -0.23949957320544063, -30.97210992547387]
1678668473697; SmartDashboard; Wheel Encoder Positions; (0.000, 0.116)
1678668473698; SmartDashboard; Pose (LimeLight); (5.954, -0.505, -31.0 degrees)
1678668473770; limelight; botpose; [6.0502832956204085, -0.5447015303038671, 0.2834829253490075, 5.487575241608428, -1.5378411841584996, -37.24282499916255]
1678668473770; SmartDashboard; Pose (LimeLight); (6.050, -0.545, -37.2 degrees)
1678668473770; SmartDashboard; Pose (Estimated); (5.856, -0.437, -5.1 degrees)
1678668473770; SmartDashboard; Wheel Encoder Positions; (0.000, 0.135)
1678668473870; SmartDashboard; Pose (Estimated); (5.882, -0.452, -6.8 degrees)
1678668473870; SmartDashboard; Wheel Encoder Positions; (0.000, 0.153)
1678668473870; limelight; botpose; [6.0307649150739575, -0.5824185312334702, 0.3357902830856263, 3.8986050907649408, 0.5682647190381721, -36.901928093149635]
1678668473870; SmartDashboard; Pose (LimeLight); (6.031, -0.582, -36.9 degrees)
1678668473969; SmartDashboard; Pose (Estimated); (5.909, -0.467, -8.5 degrees)
1678668473970; SmartDashboard; Wheel Encoder Positions; (0.000, 0.173)
1678668473970; limelight; botpose; [6.055736946945126, -0.589348381780371, 0.35200369261384234, 3.8108794255083644, 1.411750890776896, -39.63082564650681]
1678668473970; SmartDashboard; Pose (LimeLight); (6.056, -0.589, -39.6 degrees)
1678668474070; SmartDashboard; Pose (Estimated); (5.925, -0.500, -9.2 degrees)
1678668474070; SmartDashboard; Wheel Encoder Positions; (0.000, 0.194)
1678668474071; limelight; botpose; [5.970128485566613, -0.7793060434296435, 0.22344424603714833, 5.875756228071257, -3.2601064467499627, -33.57611359430574]
1678668474071; SmartDashboard; Pose (LimeLight); (5.970, -0.779, -33.6 degrees)
1678668474169; limelight; botpose; [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
1678668474169; SmartDashboard; Pose (LimeLight); null
1678668474169; SmartDashboard; Pose (Estimated); (5.935, -0.502, -7.3 degrees)
1678668474169; SmartDashboard; Wheel Encoder Positions; (0.000, 0.215)
1678668474271; SmartDashboard; Pose (Estimated); (5.946, -0.503, -5.4 degrees)
1678668474271; SmartDashboard; Wheel Encoder Positions; (0.000, 0.237)
1678668474374; SmartDashboard; Pose (Estimated); (5.957, -0.504, -3.4 degrees)
1678668474374; SmartDashboard; Wheel Encoder Positions; (0.000, 0.259)
1678668474471; SmartDashboard; Pose (Estimated); (5.967, -0.504, -1.7 degrees)
1678668474471; SmartDashboard; Wheel Encoder Positions; (0.000, 0.279)
1678668474571; SmartDashboard; Pose (Estimated); (5.976, -0.505, -0.1 degrees)
1678668474571; SmartDashboard; Wheel Encoder Positions; (0.000, 0.297)
1678668474671; SmartDashboard; Pose (Estimated); (5.983, -0.504, 1.1 degrees)
1678668474671; SmartDashboard; Wheel Encoder Positions; (0.000, 0.311)
1678668474771; SmartDashboard; Pose (Estimated); (5.989, -0.504, 2.1 degrees)
1678668474772; SmartDashboard; Wheel Encoder Positions; (0.000, 0.322)
1678668474871; SmartDashboard; Pose (Estimated); (5.992, -0.504, 2.7 degrees)
1678668474871; SmartDashboard; Wheel Encoder Positions; (0.000, 0.329)
1678668474971; SmartDashboard; Pose (Estimated); (5.995, -0.504, 3.2 degrees)
1678668474971; SmartDashboard; Wheel Encoder Positions; (0.000, 0.334)
1678668475071; SmartDashboard; Pose (Estimated); (5.997, -0.504, 3.6 degrees)
1678668475071; SmartDashboard; Wheel Encoder Positions; (0.000, 0.339)
1678668475172; SmartDashboard; Pose (Estimated); (5.998, -0.504, 3.8 degrees)
1678668475172; SmartDashboard; Wheel Encoder Positions; (0.000, 0.341)
1678668475319; SmartDashboard; Pose (Estimated); (6.001, -0.504, 4.2 degrees)
1678668475319; SmartDashboard; Wheel Encoder Positions; (0.000, 0.346)
1678668475398; SmartDashboard; Pose (Estimated); (6.002, -0.504, 4.4 degrees)
1678668475398; SmartDashboard; Wheel Encoder Positions; (0.000, 0.348)
1678668475473; SmartDashboard; Pose (Estimated); (6.003, -0.504, 4.6 degrees)
1678668475474; SmartDashboard; Wheel Encoder Positions; (0.000, 0.350)
1678668475573; SmartDashboard; Pose (Estimated); (6.004, -0.503, 4.8 degrees)
1678668475573; SmartDashboard; Wheel Encoder Positions; (0.000, 0.353)
1678668475674; SmartDashboard; Pose (Estimated); (6.005, -0.503, 4.9 degrees)
1678668475674; SmartDashboard; Wheel Encoder Positions; (0.000, 0.354)
1678668475874; SmartDashboard; Pose (Estimated); (6.005, -0.503, 5.1 degrees)
1678668475874; SmartDashboard; Wheel Encoder Positions; (0.000, 0.355)
1678668475974; SmartDashboard; Pose (Estimated); (6.006, -0.503, 5.2 degrees)
1678668475974; SmartDashboard; Wheel Encoder Positions; (0.000, 0.357)
1678668476074; SmartDashboard; Pose (Estimated); (6.007, -0.503, 5.4 degrees)
1678668476074; SmartDashboard; Wheel Encoder Positions; (0.000, 0.360)
1678668476173; SmartDashboard; Pose (Estimated); (6.008, -0.503, 5.5 degrees)
1678668476173; SmartDashboard; Wheel Encoder Positions; (0.000, 0.361)
1678668476274; SmartDashboard; Pose (Estimated); (6.009, -0.503, 5.7 degrees)
1678668476274; SmartDashboard; Wheel Encoder Positions; (0.000, 0.362)
1678668476373; SmartDashboard; Pose (Estimated); (6.010, -0.503, 5.8 degrees)
1678668476374; SmartDashboard; Wheel Encoder Positions; (0.000, 0.364)
1678668476474; SmartDashboard; Pose (Estimated); (6.010, -0.503, 5.9 degrees)
1678668476474; SmartDashboard; Wheel Encoder Positions; (0.000, 0.365)
1678668476874; SmartDashboard; Pose (Estimated); (6.006, -0.503, 5.2 degrees)
1678668476874; SmartDashboard; Wheel Encoder Positions; (0.000, 0.357)
1678668476975; SmartDashboard; Pose (Estimated); (6.000, -0.504, 4.1 degrees)
1678668476975; SmartDashboard; Wheel Encoder Positions; (0.000, 0.344)
1678668477097; SmartDashboard; Pose (Estimated); (5.994, -0.504, 3.1 degrees)
1678668477097; SmartDashboard; Wheel Encoder Positions; (0.000, 0.333)
1678668477174; SmartDashboard; Pose (Estimated); (5.989, -0.504, 2.2 degrees)
1678668477174; SmartDashboard; Wheel Encoder Positions; (0.000, 0.323)
1678668477274; SmartDashboard; Pose (Estimated); (5.985, -0.505, 1.5 degrees)
1678668477275; SmartDashboard; Wheel Encoder Positions; (0.000, 0.315)
1678668477417; SmartDashboard; Pose (Estimated); (5.982, -0.505, 0.9 degrees)
1678668477417; SmartDashboard; Wheel Encoder Positions; (0.000, 0.308)
1678668477474; SmartDashboard; Pose (Estimated); (5.978, -0.505, 0.2 degrees)
1678668477475; SmartDashboard; Wheel Encoder Positions; (0.000, 0.300)
1678668477575; SmartDashboard; Pose (Estimated); (5.973, -0.505, -0.6 degrees)
1678668477575; SmartDashboard; Wheel Encoder Positions; (0.000, 0.291)
1678668477677; SmartDashboard; Pose (Estimated); (5.970, -0.505, -1.2 degrees)
1678668477678; SmartDashboard; Wheel Encoder Positions; (0.000, 0.284)
1678668477775; SmartDashboard; Pose (Estimated); (5.966, -0.504, -1.9 degrees)
1678668477776; SmartDashboard; Wheel Encoder Positions; (0.000, 0.276)
1678668477886; SmartDashboard; Pose (Estimated); (5.962, -0.504, -2.5 degrees)
1678668477886; SmartDashboard; Wheel Encoder Positions; (0.000, 0.269)
1678668478002; SmartDashboard; Pose (Estimated); (5.966, -0.541, -5.8 degrees)
1678668478002; SmartDashboard; Wheel Encoder Positions; (0.000, 0.262)
1678668478002; limelight; botpose; [6.0357287901119525, -0.8703371306098716, 0.25999191037492847, 4.068106958729276, -2.675321497198564, -29.311948019832883]
1678668478002; SmartDashboard; Pose (LimeLight); (6.036, -0.870, -29.3 degrees)
1678668478075; SmartDashboard; Pose (Estimated); (5.976, -0.555, -9.4 degrees)
1678668478076; SmartDashboard; Wheel Encoder Positions; (0.000, 0.255)
1678668478076; limelight; botpose; [6.099046405303679, -0.6931703142774936, 0.4677955841463405, 0.06847108373138346, 5.921153380416558, -35.36751767487335]
1678668478076; SmartDashboard; Pose (LimeLight); (6.099, -0.693, -35.4 degrees)
1678668478176; limelight; botpose; [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
1678668478177; SmartDashboard; Pose (LimeLight); null
1678668478177; SmartDashboard; Pose (Estimated); (5.983, -0.569, -12.4 degrees)
1678668478177; SmartDashboard; Wheel Encoder Positions; (0.000, 0.247)
1678668478276; SmartDashboard; Pose (Estimated); (5.988, -0.576, -14.9 degrees)
1678668478276; SmartDashboard; Wheel Encoder Positions; (0.000, 0.238)
1678668478276; limelight; botpose; [6.074325637400525, -0.6521778367094561, 0.39290772163783816, 2.145953305515268, 2.56247540835685, -30.4006157569898]
1678668478276; SmartDashboard; Pose (LimeLight); (6.074, -0.652, -30.4 degrees)
1678668478465; SmartDashboard; Pose (Estimated); (5.992, -0.582, -17.3 degrees)
1678668478465; SmartDashboard; Wheel Encoder Positions; (0.000, 0.229)
1678668478465; limelight; botpose; [6.054116665068189, -0.6434007016814685, 0.402807415005135, 1.815127079668455, 2.83051263844046, -28.21942952236917]
1678668478475; SmartDashboard; Pose (Estimated); (5.993, -0.585, -19.0 degrees)
1678668478475; SmartDashboard; Wheel Encoder Positions; (0.000, 0.219)
1678668478475; limelight; botpose; [6.040378461614629, -0.623293820272222, 0.42315295776992595, 1.6175385590052282, 3.594593231779178, -26.710611136650172]
1678668478475; SmartDashboard; Pose (LimeLight); (6.040, -0.623, -26.7 degrees)
1678668478601; SmartDashboard; Pose (Estimated); (5.989, -0.588, -20.5 degrees)
1678668478601; SmartDashboard; Wheel Encoder Positions; (0.000, 0.208)
1678668478601; limelight; botpose; [6.011801447748712, -0.6293786944457744, 0.4120356480850651, 1.7388461021884727, 3.0062864814486785, -24.118561371404184]
1678668478601; SmartDashboard; Pose (LimeLight); (6.012, -0.629, -24.1 degrees)
1678668478679; limelight; botpose; [5.995221209691499, -0.6029726922715171, 0.393091980952868, 2.091574856052618, 2.052829111706923, -22.27755797237835]
1678668478679; SmartDashboard; Pose (LimeLight); (5.995, -0.603, -22.3 degrees)
1678668478679; SmartDashboard; Pose (Estimated); (5.986, -0.589, -21.6 degrees)
1678668478680; SmartDashboard; Wheel Encoder Positions; (0.000, 0.198)
1678668478776; SmartDashboard; Pose (Estimated); (5.983, -0.587, -22.4 degrees)
1678668478776; SmartDashboard; Wheel Encoder Positions; (0.000, 0.188)
1678668478776; limelight; botpose; [5.989771430480284, -0.5817751260127235, 0.38657443858361396, 2.209675937790007, 1.6752995491875295, -21.62721119412833]
1678668478777; SmartDashboard; Pose (LimeLight); (5.990, -0.582, -21.6 degrees)
1678668478876; SmartDashboard; Pose (Estimated); (5.978, -0.585, -22.9 degrees)
1678668478876; SmartDashboard; Wheel Encoder Positions; (0.000, 0.180)
1678668478876; limelight; botpose; [5.968641783371752, -0.5792327237143836, 0.385790450848701, 2.059610059071374, 1.6258391670929118, -20.225126146331252]
1678668478876; SmartDashboard; Pose (LimeLight); (5.969, -0.579, -20.2 degrees)
1678668478975; SmartDashboard; Pose (Estimated); (5.972, -0.580, -23.4 degrees)
1678668478976; SmartDashboard; Wheel Encoder Positions; (0.000, 0.170)
1678668478976; limelight; botpose; [5.963864886643274, -0.5524824422217441, 0.3950482959205604, 2.0279771723213638, 1.9189841627547823, -19.939683033907237]
