Timestamp; Table Name; Topic Name; Value
1678668478976; SmartDashboard; Pose (LimeLight); (5.964, -0.552, -19.9 degrees)
1678668479076; SmartDashboard; Pose (Estimated); (5.966, -0.574, -23.8 degrees)
1678668479076; SmartDashboard; Wheel Encoder Positions; (0.000, 0.160)
1678668479076; limelight; botpose; [5.950754212571397, -0.5392011077499972, 0.40304932062396004, 1.9921905427179736, 2.1650120785584748, -18.92674291775345]
1678668479076; SmartDashboard; Pose (LimeLight); (5.951, -0.539, -18.9 degrees)
1678668479176; SmartDashboard; Pose (Estimated); (5.958, -0.568, -24.0 degrees)
1678668479176; SmartDashboard; Wheel Encoder Positions; (0.000, 0.151)
1678668479176; limelight; botpose; [5.933064287643233, -0.5324821602678838, 0.41006579918805414, 1.8750517160759657, 2.378378550427883, -17.527043296616643]
1678668479176; SmartDashboard; Pose (LimeLight); (5.933, -0.532, -17.5 degrees)
1678668479276; SmartDashboard; Pose (Estimated); (5.950, -0.561, -24.1 degrees)
1678668479276; limelight; botpose; [5.9061357446663765, -0.49924821355950016, 0.41501387655783123, 1.8248450470042779, 2.4368575701117066, -15.221780648491888]
1678668479276; SmartDashboard; Wheel Encoder Positions; (0.000, 0.141)
1678668479276; SmartDashboard; Pose (LimeLight); (5.906, -0.499, -15.2 degrees)
1678668479376; SmartDashboard; Pose (Estimated); (5.934, -0.546, -23.1 degrees)
1678668479376; SmartDashboard; Wheel Encoder Positions; (0.000, 0.130)
1678668479376; limelight; botpose; [5.878648491922057, -0.4917783176238052, 0.42593638931817407, 1.9031160072392155, 2.794565101399134, -13.339195079055433]
1678668479376; SmartDashboard; Pose (LimeLight); (5.879, -0.492, -13.3 degrees)
1678668479514; SmartDashboard; Pose (Estimated); (5.922, -0.539, -22.5 degrees)
1678668479514; SmartDashboard; Wheel Encoder Positions; (0.000, 0.121)
1678668479514; limelight; botpose; [5.848891795025328, -0.4923759138335365, 0.44438045990058855, 1.9798922309358338, 3.4001591949703545, -11.124929953449755]
1678668479514; SmartDashboard; Pose (LimeLight); (5.849, -0.492, -11.1 degrees)
1678668479576; SmartDashboard; Pose (Estimated); (5.910, -0.532, -22.2 degrees)
1678668479577; SmartDashboard; Wheel Encoder Positions; (0.000, 0.111)
1678668479577; limelight; botpose; [5.843852636710195, -0.4814211574338838, 0.46168247000775936, 1.7545949923804596, 4.086901782444903, -10.56054176675456]
1678668479577; SmartDashboard; Pose (LimeLight); (5.844, -0.481, -10.6 degrees)
1678668479693; SmartDashboard; Pose (Estimated); (5.897, -0.525, -21.5 degrees)
1678668479693; SmartDashboard; Wheel Encoder Positions; (0.000, 0.103)
1678668479694; limelight; botpose; [5.8190085804366465, -0.47783867888881926, 0.46835766494810654, 1.7445621805402423, 4.278227969667724, -8.624593443480467]
1678668479694; SmartDashboard; Pose (LimeLight); (5.819, -0.478, -8.6 degrees)
1678668479777; SmartDashboard; Pose (Estimated); (5.883, -0.517, -21.0 degrees)
1678668479777; SmartDashboard; Wheel Encoder Positions; (0.000, 0.092)
1678668479777; limelight; botpose; [5.80227037752728, -0.4681988356494771, 0.4358069607860925, 1.7649631869865705, 2.942667855163373, -7.085968098209113]
1678668479777; SmartDashboard; Pose (LimeLight); (5.802, -0.468, -7.1 degrees)
1678668479876; SmartDashboard; Pose (Estimated); (5.868, -0.512, -20.1 degrees)
1678668479876; SmartDashboard; Wheel Encoder Positions; (0.000, 0.084)
1678668479876; limelight; botpose; [5.772744090356814, -0.4803982434148145, 0.4517607977764559, 2.130920845053096, 3.2989026885510757, -4.851812328141477]
1678668479876; SmartDashboard; Pose (LimeLight); (5.773, -0.480, -4.9 degrees)
1678668479983; SmartDashboard; Pose (Estimated); (5.855, -0.507, -19.0 degrees)
1678668479983; SmartDashboard; Wheel Encoder Positions; (0.000, 0.078)
1678668479983; limelight; botpose; [5.7647179110648965, -0.4646458964563353, 0.4338558173969618, 2.069182928578177, 2.604431866417068, -4.150458105241216]
1678668479983; SmartDashboard; Pose (LimeLight); (5.765, -0.465, -4.2 degrees)
1678668480077; limelight; botpose; [5.746453553248103, -0.4500107160775309, 0.4152000322454464, 2.035756383317488, 1.87408812781517, -3.526614745133526]
1678668480077; SmartDashboard; Pose (LimeLight); (5.746, -0.450, -3.5 degrees)
1678668480077; SmartDashboard; Pose (Estimated); (5.834, -0.497, -16.1 degrees)
1678668480077; SmartDashboard; Wheel Encoder Positions; (0.000, 0.077)
1678668480177; limelight; botpose; [5.731786752759152, -0.46166486145528146, 0.4023234096826029, 1.9800499087285874, 1.4122258525171927, -3.038553622173992]
1678668480177; SmartDashboard; Pose (LimeLight); (5.732, -0.462, -3.0 degrees)
1678668480177; SmartDashboard; Pose (Estimated); (5.824, -0.494, -14.8 degrees)
1678668480277; limelight; botpose; [5.7313274398178855, -0.4552941125800837, 0.41933841131891914, 2.203385227027262, 1.9276312647037384, -3.2677452438592063]
1678668480277; SmartDashboard; Pose (LimeLight); (5.731, -0.455, -3.3 degrees)
1678668480277; SmartDashboard; Pose (Estimated); (5.814, -0.490, -13.7 degrees)
1678668480377; limelight; botpose; [5.739106128251344, -0.45061169103880294, 0.38740612240290195, 1.775821300393896, 0.9587565421302447, -3.5507136524441605]
1678668480378; SmartDashboard; Pose (LimeLight); (5.739, -0.451, -3.6 degrees)
1678668480378; SmartDashboard; Pose (Estimated); (5.807, -0.486, -12.7 degrees)
1678668480563; limelight; botpose; [5.733408117933733, -0.4562706280945187, 0.41294688250641187, 1.9583788326088316, 1.8323921325264003, -3.2890001152144124]
1678668480563; SmartDashboard; Pose (Estimated); (5.799, -0.483, -11.7 degrees)
1678668480563; SmartDashboard; Pose (LimeLight); (5.733, -0.456, -3.3 degrees)
1678668480578; limelight; botpose; [5.742278121167762, -0.45309591591338944, 0.4152188755760244, 2.0327492163233214, 1.8903048385001113, -3.5053552031677317]
1678668480578; SmartDashboard; Pose (LimeLight); (5.742, -0.453, -3.5 degrees)
1678668480578; SmartDashboard; Pose (Estimated); (5.796, -0.480, -10.5 degrees)
1678668480578; SmartDashboard; Wheel Encoder Positions; (0.000, 0.081)
1678668480678; SmartDashboard; Pose (Estimated); (5.796, -0.478, -8.9 degrees)
1678668480678; SmartDashboard; Wheel Encoder Positions; (0.000, 0.092)
1678668480678; limelight; botpose; [5.744000807731088, -0.4653193953606141, 0.41083067251686084, 1.9371772843203878, 1.7956333745779012, -3.256543695907172]
1678668480678; SmartDashboard; Pose (LimeLight); (5.744, -0.465, -3.3 degrees)
1678668480779; SmartDashboard; Pose (Estimated); (5.797, -0.478, -7.3 degrees)
1678668480779; SmartDashboard; Wheel Encoder Positions; (0.000, 0.103)
1678668480879; limelight; botpose; [5.7675258983041084, -0.4718605999501612, 0.4123688517822557, 2.0551431176494805, 1.8311549200254509, -3.96996744956577]
1678668480879; SmartDashboard; Pose (LimeLight); (5.768, -0.472, -4.0 degrees)
1678668480879; SmartDashboard; Pose (Estimated); (5.799, -0.477, -5.9 degrees)
1678668480879; SmartDashboard; Wheel Encoder Positions; (0.000, 0.116)
1678668480979; SmartDashboard; Pose (Estimated); (5.801, -0.478, -4.3 degrees)
1678668480980; SmartDashboard; Wheel Encoder Positions; (0.000, 0.131)
1678668480980; limelight; botpose; [5.78252688511736, -0.47978593889854126, 0.3963503579548983, 2.0662500381775084, 1.268612225832034, -4.560671213847434]
1678668480980; SmartDashboard; Pose (LimeLight); (5.783, -0.480, -4.6 degrees)
1678668481082; SmartDashboard; Pose (Estimated); (5.808, -0.478, -3.1 degrees)
1678668481082; SmartDashboard; Wheel Encoder Positions; (0.000, 0.145)
1678668481082; limelight; botpose; [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
1678668481082; SmartDashboard; Pose (LimeLight); null
1678668481180; SmartDashboard; Pose (Estimated); (5.818, -0.478, -2.1 degrees)
1678668481181; SmartDashboard; Wheel Encoder Positions; (0.000, 0.162)
1678668481181; limelight; botpose; [5.824291713982677, -0.47492355246027423, 0.42177045196500046, 2.125980347256044, 2.29387578861192, -6.843632335121132]
1678668481181; SmartDashboard; Pose (LimeLight); (5.824, -0.475, -6.8 degrees)
1678668481281; SmartDashboard; Pose (Estimated); (5.828, -0.478, -1.1 degrees)
1678668481281; SmartDashboard; Wheel Encoder Positions; (0.000, 0.180)
1678668481281; limelight; botpose; [5.833885208711685, -0.47389619879683076, 0.4129193567540326, 2.099723200473195, 1.9951532911286778, -7.416690478814135]
1678668481281; SmartDashboard; Pose (LimeLight); (5.834, -0.474, -7.4 degrees)
1678668481410; SmartDashboard; Pose (Estimated); (5.839, -0.479, -0.3 degrees)
1678668481410; SmartDashboard; Wheel Encoder Positions; (0.000, 0.198)
1678668481410; limelight; botpose; [5.854324378553761, -0.4883027789394675, 0.38831277112146656, 2.24172211535995, 1.0352897334246076, -8.2278470207988]
1678668481410; SmartDashboard; Pose (LimeLight); (5.854, -0.488, -8.2 degrees)
1678668481481; SmartDashboard; Pose (Estimated); (5.855, -0.479, 0.4 degrees)
1678668481481; SmartDashboard; Wheel Encoder Positions; (0.000, 0.219)
1678668481481; limelight; botpose; [5.895786560649639, -0.4797326511397794, 0.3962422190166899, 2.268746837617137, 1.4131955342656541, -10.918263242737876]
1678668481481; SmartDashboard; Pose (LimeLight); (5.896, -0.480, -10.9 degrees)
1678668481613; limelight; botpose; [5.927708506380235, -0.491750479805821, 0.36878003808843407, 2.2607693604914707, 0.3634412672400523, -12.254282530897553]
1678668481613; SmartDashboard; Pose (Estimated); (5.870, -0.481, 0.5 degrees)
1678668481613; SmartDashboard; Wheel Encoder Positions; (0.000, 0.234)
1678668481613; SmartDashboard; Pose (LimeLight); (5.928, -0.492, -12.3 degrees)
1678668481681; SmartDashboard; Pose (Estimated); (5.887, -0.482, 0.6 degrees)
1678668481681; SmartDashboard; Wheel Encoder Positions; (0.000, 0.252)
1678668481681; limelight; botpose; [5.950075129872616, -0.497429604247828, 0.38252208385261266, 2.4508280708194214, 0.8897580807946224, -13.69849072427328]
1678668481681; SmartDashboard; Pose (LimeLight); (5.950, -0.497, -13.7 degrees)
1678668481783; limelight; botpose; [6.012657456343632, -0.5136075870962669, 0.36736162187256316, 2.48345729907258, 0.5044080713239965, -17.172456975221213]
1678668481783; SmartDashboard; Pose (Estimated); (5.904, -0.486, 0.6 degrees)
1678668481783; SmartDashboard; Pose (LimeLight); (6.013, -0.514, -17.2 degrees)
1678668481783; SmartDashboard; Wheel Encoder Positions; (0.000, 0.270)
1678668481883; SmartDashboard; Pose (Estimated); (5.935, -0.493, -1.5 degrees)
1678668481883; SmartDashboard; Wheel Encoder Positions; (0.000, 0.287)
1678668481883; limelight; botpose; [6.0362332467601965, -0.5323248601256787, 0.3625114244632402, 2.5831036797118037, 0.33718044279674286, -18.39426135631489]
1678668481883; SmartDashboard; Pose (LimeLight); (6.036, -0.532, -18.4 degrees)
1678668481983; SmartDashboard; Pose (Estimated); (5.955, -0.499, -2.0 degrees)
1678668481983; SmartDashboard; Wheel Encoder Positions; (0.000, 0.304)
1678668481983; limelight; botpose; [6.056748472584728, -0.5492225310379398, 0.3615636058177878, 2.6395562390570317, 0.3727733585540623, -19.47064465033765]
1678668481983; SmartDashboard; Pose (LimeLight); (6.057, -0.549, -19.5 degrees)
1678668482083; SmartDashboard; Pose (Estimated); (5.975, -0.505, -2.5 degrees)
1678668482083; SmartDashboard; Wheel Encoder Positions; (0.000, 0.321)
1678668482083; limelight; botpose; [6.0805052588529955, -0.5609951879924889, 0.3659498188543518, 2.8194148055665216, 0.6123553712065207, -20.882846046801955]
1678668482083; SmartDashboard; Pose (LimeLight); (6.081, -0.561, -20.9 degrees)
1678668482183; SmartDashboard; Pose (Estimated); (5.997, -0.513, -2.9 degrees)
1678668482183; SmartDashboard; Wheel Encoder Positions; (0.000, 0.339)
1678668482183; limelight; botpose; [6.103405842808912, -0.580712294600555, 0.3434508862660199, 2.888953585340081, -0.291067453872981, -22.101872100623716]
1678668482184; SmartDashboard; Pose (LimeLight); (6.103, -0.581, -22.1 degrees)
1678668482300; SmartDashboard; Pose (Estimated); (6.017, -0.521, -3.5 degrees)
1678668482300; SmartDashboard; Wheel Encoder Positions; (0.000, 0.355)
1678668482300; limelight; botpose; [6.119285454642173, -0.5819220674358935, 0.34338419614840576, 3.1037996782269426, -0.28339188296507467, -23.120401226134078]
1678668482301; SmartDashboard; Pose (LimeLight); (6.119, -0.582, -23.1 degrees)
1678668482407; limelight; botpose; [6.160549019344851, -0.6113276409579875, 0.34803099422245043, 3.1448140365026114, 0.05317184811557343, -25.806650397071547]
1678668482408; SmartDashboard; Pose (Estimated); (6.050, -0.538, -6.2 degrees)
1678668482408; SmartDashboard; Pose (LimeLight); (6.161, -0.611, -25.8 degrees)
1678668482408; SmartDashboard; Wheel Encoder Positions; (0.000, 0.373)
1678668482484; SmartDashboard; Pose (Estimated); (6.071, -0.548, -6.8 degrees)
1678668482484; SmartDashboard; Wheel Encoder Positions; (0.000, 0.392)
1678668482484; limelight; botpose; [6.178518554749094, -0.6278870171013007, 0.3530562481401579, 3.200131647573311, 0.3549408746197992, -26.998942987429615]
1678668482484; SmartDashboard; Pose (LimeLight); (6.179, -0.628, -27.0 degrees)
1678668482659; SmartDashboard; Pose (Estimated); (6.093, -0.558, -7.5 degrees)
1678668482659; SmartDashboard; Wheel Encoder Positions; (0.000, 0.410)
1678668482660; limelight; botpose; [6.20231419781187, -0.6377865749411772, 0.3515062563209914, 3.3339020387618694, 0.3466043581952144, -28.669910087134195]
1678668482660; SmartDashboard; Pose (LimeLight); (6.202, -0.638, -28.7 degrees)
1678668482684; SmartDashboard; Pose (Estimated); (6.115, -0.568, -8.3 degrees)
1678668482684; SmartDashboard; Wheel Encoder Positions; (0.000, 0.428)
1678668482684; limelight; botpose; [6.229100070066837, -0.6475666514815999, 0.3449815985194428, 3.594259650420896, 0.09486419492545956, -30.595145176544282]
1678668482684; SmartDashboard; Pose (LimeLight); (6.229, -0.648, -30.6 degrees)
1678668482785; SmartDashboard; Pose (Estimated); (6.151, -0.587, -11.4 degrees)
1678668482785; SmartDashboard; Wheel Encoder Positions; (0.000, 0.445)
1678668482785; limelight; botpose; [6.2725308602885965, -0.6641528191934953, 0.3365580013929495, 4.252627908948466, -0.19649866624257947, -33.62933080324579]
1678668482785; SmartDashboard; Pose (LimeLight); (6.273, -0.664, -33.6 degrees)
1678668482885; SmartDashboard; Wheel Encoder Positions; (0.000, 0.458)
1678668482885; SmartDashboard; Pose (Estimated); (6.172, -0.598, -12.6 degrees)
1678668482885; limelight; botpose; [6.29059895639077, -0.683670654852895, 0.3369341347858749, 4.372540174883326, -0.054464060227087725, -35.106688488914344]
1678668482885; SmartDashboard; Pose (LimeLight); (6.291, -0.684, -35.1 degrees)
1678668482984; SmartDashboard; Wheel Encoder Positions; (0.000, 0.472)
1678668482984; SmartDashboard; Pose (Estimated); (6.179, -0.599, -11.3 degrees)
1678668482984; limelight; botpose; [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
1678668482984; SmartDashboard; Pose (LimeLight); null
1678668483085; SmartDashboard; Wheel Encoder Positions; (0.000, 0.484)
1678668483085; SmartDashboard; Pose (Estimated); (6.194, -0.612, -13.0 degrees)
1678668483085; limelight; botpose; [6.286368838141323, -0.7206674707038548, 0.38363157182929486, 2.9085792543009314, 2.43979635869958, -36.09245646380451]
1678668483085; SmartDashboard; Pose (LimeLight); (6.286, -0.721, -36.1 degrees)
1678668483195; SmartDashboard; Wheel Encoder Positions; (0.000, 0.492)
1678668483195; limelight; botpose; [6.2297311969181965, -0.8716942511888649, 0.2748163996784827, 5.028121552583275, -2.8019480049072274, -29.080574915001115]
1678668483195; SmartDashboard; Pose (Estimated); (6.201, -0.639, -13.9 degrees)
1678668483195; SmartDashboard; Pose (LimeLight); (6.230, -0.872, -29.1 degrees)
1678668483310; SmartDashboard; Wheel Encoder Positions; (0.000, 0.498)
1678668483310; limelight; botpose; [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
1678668483310; SmartDashboard; Pose (LimeLight); null
1678668483310; SmartDashboard; Pose (Estimated); (6.204, -0.640, -13.4 degrees)
1678668483389; SmartDashboard; Wheel Encoder Positions; (0.000, 0.502)
1678668483390; SmartDashboard; Pose (Estimated); (6.206, -0.640, -13.2 degrees)
1678668483485; SmartDashboard; Pose (Estimated); (6.206, -0.640, -13.0 degrees)
1678668483485; SmartDashboard; Wheel Encoder Positions; (0.000, 0.503)
1678668483586; SmartDashboard; Pose (Estimated); (6.207, -0.641, -12.9 degrees)
1678668483586; SmartDashboard; Wheel Encoder Positions; (0.000, 0.504)
1678668484106; SmartDashboard; Pose (Estimated); (6.201, -0.639, -13.9 degrees)
1678668484106; SmartDashboard; Wheel Encoder Positions; (0.000, 0.493)
1678668484209; SmartDashboard; Pose (Estimated); (6.197, -0.638, -14.8 degrees)
1678668484209; SmartDashboard; Wheel Encoder Positions; (0.000, 0.484)
1678668484287; SmartDashboard; Pose (Estimated); (6.193, -0.637, -15.5 degrees)
1678668484287; SmartDashboard; Wheel Encoder Positions; (0.000, 0.475)
1678668484387; SmartDashboard; Pose (Estimated); (6.192, -0.663, -17.4 degrees)
1678668484387; SmartDashboard; Wheel Encoder Positions; (0.000, 0.467)
1678668484387; limelight; botpose; [6.2244463382693755, -0.9102367955853977, 0.27213707493194317, 4.1558961036719255, -3.1638899797109934, -26.929736397683968]
1678668484387; SmartDashboard; Pose (LimeLight); (6.224, -0.910, -26.9 degrees)
1678668484488; limelight; botpose; [6.2668952743451305, -0.7430801440510713, 0.4236083015900527, 0.9849746848839183, 4.1987290092883685, -32.605718134770676]
1678668484488; SmartDashboard; Pose (LimeLight); (6.251, -0.795, -31.7 degrees)
1678668484488; SmartDashboard; Pose (Estimated); (6.194, -0.675, -19.5 degrees)
1678668484488; SmartDashboard; Wheel Encoder Positions; (0.000, 0.458)
1678668484588; SmartDashboard; Pose (Estimated); (6.204, -0.686, -22.6 degrees)
1678668484589; SmartDashboard; Pose (LimeLight); (6.268, -0.735, -31.8 degrees)
1678668484589; SmartDashboard; Wheel Encoder Positions; (0.000, 0.450)
1678668484589; limelight; botpose; [6.267589110246954, -0.7351113703022821, 0.3858631840047322, 2.1951333031529785, 2.2753990478354855, -31.84624720930643]
1678668484756; SmartDashboard; Pose (Estimated); (6.206, -0.687, -24.1 degrees)
1678668484756; SmartDashboard; Wheel Encoder Positions; (0.000, 0.442)
1678668484756; limelight; botpose; [6.2562770543862, -0.7179077631089442, 0.38728818647742874, 2.1967086991895735, 2.2349847925420243, -30.325403376133636]
1678668484756; SmartDashboard; Pose (LimeLight); (6.256, -0.718, -30.3 degrees)
1678668484788; SmartDashboard; Pose (Estimated); (6.206, -0.687, -25.1 degrees)
1678668484788; SmartDashboard; Wheel Encoder Positions; (0.000, 0.435)
1678668484788; limelight; botpose; [6.239750179721167, -0.7007281859684611, 0.40301468528900475, 1.7449297116556317, 2.930068638490238, -28.755440848434624]
1678668484788; SmartDashboard; Pose (LimeLight); (6.240, -0.701, -28.8 degrees)
1678668484888; SmartDashboard; Pose (Estimated); (6.204, -0.686, -25.9 degrees)
1678668484888; SmartDashboard; Wheel Encoder Positions; (0.000, 0.428)
1678668484888; limelight; botpose; [6.22016080866181, -0.6913044125817733, 0.4157920867993337, 1.4061407677348063, 3.486481748939797, -26.798666741241178]
1678668484889; SmartDashboard; Pose (LimeLight); (6.220, -0.691, -26.8 degrees)
1678668485006; limelight; botpose; [6.196166180384197, -0.6583602566310298, 0.39580534814960944, 1.8286487113841794, 2.2755886344111746, -23.78166465024212]
1678668485006; SmartDashboard; Pose (LimeLight); (6.200, -0.680, -24.8 degrees)
1678668485006; SmartDashboard; Pose (Estimated); (6.202, -0.685, -26.2 degrees)
1678668485006; SmartDashboard; Wheel Encoder Positions; (0.000, 0.424)
1678668485089; SmartDashboard; Pose (LimeLight); (6.195, -0.653, -23.3 degrees)
1678668485089; SmartDashboard; Pose (Estimated); (6.201, -0.679, -25.7 degrees)
1678668485089; limelight; botpose; [6.194536989880195, -0.652609484755673, 0.3780806870181581, 2.2550626010320256, 1.3629550498688545, -23.29158634088842]
1678668485189; limelight; botpose; [6.190303291839708, -0.6426216709888337, 0.3706937250796074, 2.520145058728069, 0.9387020205220334, -23.016546311476063]
1678668485190; SmartDashboard; Pose (LimeLight); (6.190, -0.643, -23.0 degrees)
1678668485190; SmartDashboard; Pose (Estimated); (6.200, -0.675, -25.4 degrees)
1678668485289; limelight; botpose; [6.189033690012583, -0.6435193800791068, 0.3601894426945554, 2.60614830470876, 0.4586650494127843, -23.180522627886585]
1678668485289; SmartDashboard; Pose (LimeLight); (6.189, -0.644, -23.2 degrees)
1678668485290; SmartDashboard; Pose (Estimated); (6.201, -0.673, -24.7 degrees)
1678668485290; SmartDashboard; Wheel Encoder Positions; (0.000, 0.429)
1678668485389; SmartDashboard; Pose (Estimated); (6.208, -0.673, -23.2 degrees)
1678668485389; SmartDashboard; Wheel Encoder Positions; (0.000, 0.445)
1678668485389; limelight; botpose; [6.1951220553598985, -0.6425422652590167, 0.3665808736915647, 2.552195770585633, 0.7844580754423701, -23.460728674807598]
1678668485389; SmartDashboard; Pose (LimeLight); (6.195, -0.643, -23.5 degrees)
1678668485489; SmartDashboard; Pose (Estimated); (6.214, -0.674, -21.9 degrees)
1678668485489; SmartDashboard; Wheel Encoder Positions; (0.000, 0.460)
1678668485489; limelight; botpose; [6.20034497359429, -0.6519092999722699, 0.3634059596323967, 2.658747542410403, 0.6182709290184635, -23.37686451002128]
1678668485489; SmartDashboard; Pose (LimeLight); (6.200, -0.652, -23.4 degrees)
1678668485589; limelight; botpose; [6.242211626602852, -0.6537312744521062, 0.35489793942500225, 2.814640325183423, 0.2067812851543495, -25.045030415428783]
1678668485590; SmartDashboard; Pose (LimeLight); (6.242, -0.654, -25.0 degrees)
1678668485590; SmartDashboard; Pose (Estimated); (6.224, -0.672, -21.3 degrees)
1678668485590; SmartDashboard; Wheel Encoder Positions; (0.000, 0.475)
1678668485690; SmartDashboard; Pose (Estimated); (6.234, -0.674, -20.5 degrees)
1678668485690; SmartDashboard; Wheel Encoder Positions; (0.000, 0.489)
1678668485690; limelight; botpose; [6.255352717669133, -0.6663407074321405, 0.3542385947570392, 3.0257928547057893, 0.19541586519392415, -25.496368116467707]
1678668485690; SmartDashboard; Pose (LimeLight); (6.255, -0.666, -25.5 degrees)
1678668485805; SmartDashboard; Pose (Estimated); (6.244, -0.676, -19.8 degrees)
1678668485805; SmartDashboard; Wheel Encoder Positions; (0.000, 0.504)
1678668485805; limelight; botpose; [6.264492381355326, -0.668899435264307, 0.3509050096235234, 3.1387562177831203, 0.04588520230049547, -25.9646548515973]
1678668485805; SmartDashboard; Pose (LimeLight); (6.264, -0.669, -26.0 degrees)
1678668485891; SmartDashboard; Pose (Estimated); (6.254, -0.678, -19.3 degrees)
1678668485891; SmartDashboard; Wheel Encoder Positions; (0.000, 0.518)
1678668485891; limelight; botpose; [6.286615868620446, -0.6745517113741675, 0.343875304504412, 3.4334920946872107, -0.33963634892537525, -27.1978164629181]
1678668485891; SmartDashboard; Pose (LimeLight); (6.287, -0.675, -27.2 degrees)
1678668486020; SmartDashboard; Pose (Estimated); (6.265, -0.681, -19.2 degrees)
1678668486020; SmartDashboard; Wheel Encoder Positions; (0.000, 0.531)
1678668486020; limelight; botpose; [6.308698264569205, -0.6820602664914146, 0.34247145554855635, 3.6870665995634915, -0.38697631135214233, -28.54261988315661]
1678668486020; SmartDashboard; Pose (LimeLight); (6.309, -0.682, -28.5 degrees)
1678668486091; limelight; botpose; [6.344375580624451, -0.7010981015437303, 0.34634719523290297, 3.844415015398875, -0.06409480506466773, -30.889465558217495]
1678668486091; SmartDashboard; Pose (LimeLight); (6.344, -0.701, -30.9 degrees)
1678668486091; SmartDashboard; Pose (Estimated); (6.284, -0.685, -20.4 degrees)
1678668486091; SmartDashboard; Wheel Encoder Positions; (0.000, 0.542)
1678668486192; SmartDashboard; Pose (Estimated); (6.295, -0.690, -20.7 degrees)
1678668486192; SmartDashboard; Wheel Encoder Positions; (0.000, 0.552)
1678668486192; limelight; botpose; [6.352559118255912, -0.7148867574634941, 0.3487416847878235, 3.651579010122269, 0.13421674640385334, -31.443247360555795]
1678668486192; SmartDashboard; Pose (LimeLight); (6.353, -0.715, -31.4 degrees)
1678668486293; SmartDashboard; Pose (Estimated); (6.305, -0.694, -21.1 degrees)
1678668486293; SmartDashboard; Wheel Encoder Positions; (0.000, 0.560)
1678668486293; limelight; botpose; [6.35778174203741, -0.7186584334399199, 0.351293012067511, 3.603966779193678, 0.27705394772551817, -31.746907444269368]
1678668486293; SmartDashboard; Pose (LimeLight); (6.358, -0.719, -31.7 degrees)
1678668486392; SmartDashboard; Pose (Estimated); (6.314, -0.699, -21.6 degrees)
1678668486392; SmartDashboard; Wheel Encoder Positions; (0.000, 0.567)
1678668486392; limelight; botpose; [6.363348864907792, -0.7290565411984297, 0.3607926376887883, 3.306108148795899, 0.8479354415871401, -31.88522544871356]
1678668486393; SmartDashboard; Pose (LimeLight); (6.363, -0.729, -31.9 degrees)
1678668486492; SmartDashboard; Pose (Estimated); (6.322, -0.704, -22.0 degrees)
1678668486493; SmartDashboard; Wheel Encoder Positions; (0.000, 0.574)
1678668486493; limelight; botpose; [6.3678504112939756, -0.7385612943043837, 0.36051621259576444, 3.342221180118781, 0.859114519720573, -31.85536338640402]
1678668486493; SmartDashboard; Pose (LimeLight); (6.368, -0.739, -31.9 degrees)
1678668486593; limelight; botpose; [6.37417579410864, -0.7423615111170954, 0.36886207480772926, 3.1391681369453006, 1.3186575947644597, -32.171812147425776]
1678668486593; SmartDashboard; Pose (LimeLight); (6.374, -0.742, -32.2 degrees)
1678668486593; SmartDashboard; Pose (Estimated); (6.331, -0.709, -22.4 degrees)
1678668486593; SmartDashboard; Wheel Encoder Positions; (0.000, 0.581)
1678668486693; limelight; botpose; [6.380060173325157, -0.7576089498995866, 0.3727199336035489, 2.9447373177230904, 1.5801956746893036, -32.218370476994295]
1678668486693; SmartDashboard; Pose (LimeLight); (6.380, -0.758, -32.2 degrees)
1678668486693; SmartDashboard; Pose (Estimated); (6.341, -0.718, -24.1 degrees)
1678668486694; SmartDashboard; Wheel Encoder Positions; (0.000, 0.584)
1678668486854; limelight; botpose; [6.381371144847169, -0.7638137519594017, 0.3795315428026653, 2.674891718666825, 1.9793604101706381, -32.09781292937474]
1678668486854; SmartDashboard; Pose (LimeLight); (6.381, -0.764, -32.1 degrees)
1678668486854; SmartDashboard; Pose (Estimated); (6.345, -0.723, -24.9 degrees)
1678668486894; limelight; botpose; [6.378818310334814, -0.7725291911999348, 0.37313856241285337, 2.714052358242509, 1.6191606448000444, -31.565686124321083]
1678668486894; SmartDashboard; Pose (LimeLight); (6.379, -0.773, -31.6 degrees)
1678668486894; SmartDashboard; Pose (Estimated); (6.348, -0.728, -25.5 degrees)
1678668486995; limelight; botpose; [6.377197633630625, -0.7729008509478016, 0.37899944917452033, 2.544665842198055, 1.9477712591894887, -31.28642054774414]
1678668486995; SmartDashboard; Pose (LimeLight); (6.377, -0.773, -31.3 degrees)
1678668486995; SmartDashboard; Pose (Estimated); (6.349, -0.731, -26.5 degrees)
1678668486995; SmartDashboard; Wheel Encoder Positions; (0.000, 0.580)
1678668487095; SmartDashboard; Pose (Estimated); (6.346, -0.732, -28.2 degrees)
1678668487095; SmartDashboard; Wheel Encoder Positions; (0.000, 0.566)
1678668487095; limelight; botpose; [6.374076151126929, -0.7710511463258833, 0.3867523841624498, 2.282398897570211, 2.367524383575305, -31.155575724683786]
1678668487095; SmartDashboard; Pose (LimeLight); (6.374, -0.771, -31.2 degrees)
1678668487194; SmartDashboard; Pose (Estimated); (6.343, -0.732, -29.4 degrees)
